"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 19:26:41 GMT 2022","Sun Jul 03 19:26:55 GMT 2022","13654","","TelexTest","","TelexTest","TestNavigation","TestNavigation()","additional info, description"
