"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 31 09:00:18 GMT 2022","Tue May 31 09:00:24 GMT 2022","5763","","TelexTest","","TelexTest","TestNavigation","TestNavigation()","additional info, description"
